Nom;Numero;TypeVoie;VilleCP;adresse;code_postal;commune;longitude;latitude;result_score;result_score_next;result_label;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
EHPAD LUCIE PELLAT MONTBONNOT;210;R;38330 MONTBONNOT ST MARTIN;210 R;38330;MONTBONNOT ST MARTIN;5.80876;45.225419;0.6575775324675325;0.5530285375494071;Montbonnot-Saint-Martin;municipality;38249;;Montbonnot-Saint-Martin;;38330;Montbonnot-Saint-Martin;38, Isère, Auvergne-Rhône-Alpes;38249;;;;ok
EHPAD SAINT-BRUNO GRENOBLE;47;PL;38000 GRENOBLE;47 PL;38000;GRENOBLE;5.731487;45.183884;0.5430639393939394;0.5335551948051946;Place Pasteur 38000 Grenoble;street;38185_5420;;Place Pasteur;Place Pasteur;38000;Grenoble;38, Isère, Auvergne-Rhône-Alpes;38185;;;;ok
EHPAD LE BON ACCUEIL;130;RTE;38620 ST BUEIL;130 RTE;38620;ST BUEIL;5.679227;45.453308;0.47709815249266857;0.4738672727272727;Route de Saint Bueil 38620 Merlas;street;38228_0096;;Route de Saint Bueil;Route de Saint Bueil;38620;Merlas;38, Isère, Auvergne-Rhône-Alpes;38228;;;;ok
EHPAD RESIDENCE MUTUALISTE DU FONTANIL;17;R;38120 FONTANIL CORNILLON;17 R;38120;FONTANIL CORNILLON;5.661775;45.253417;0.7787387012987012;0.6552469696969696;Fontanil-Cornillon;municipality;38170;;Fontanil-Cornillon;;38120;Fontanil-Cornillon;38, Isère, Auvergne-Rhône-Alpes;38170;;;;ok
EHPAD VAL MARIE;210;RTE;38210 VOUREY;210 RTE;38210;VOUREY;5.52138;45.318652;0.5551248803827751;0.53022;Vourey;municipality;38566;;Vourey;;38210;Vourey;38, Isère, Auvergne-Rhône-Alpes;38566;;;;ok
EHPAD L'EGLANTINE;15;R;38603 FONTAINE CEDEX;15 R;38603;FONTAINE CEDEX;5.02835;47.328343;0.48976519480519476;0.48237223776223775;15 Rue de Fontaine 21000 Dijon;housenumber;21231_3260_00015;15;15 Rue de Fontaine;Rue de Fontaine;21000;Dijon;21, Côte-d'Or, Bourgogne-Franche-Comté;21231;;;;ok
EHPAD DU CHI VERCORS ISERE;1;AV;38161 ST MARCELLIN CEDEX;1 AV;38161;ST MARCELLIN CEDEX;5.315641;45.146037;0.4489113223140495;0.4016953535353535;Saint-Marcellin;municipality;38416;;Saint-Marcellin;;38160;Saint-Marcellin;38, Isère, Auvergne-Rhône-Alpes;38416;;;;ok
RESIDENCE BRUN FAULQUIER;11;AV;38470 VINAY;11 AV;38470;VINAY;5.412737;45.213652;0.6013745454545454;0.46814974025974027;Vinay;municipality;38559;;Vinay;;38470;Vinay;38, Isère, Auvergne-Rhône-Alpes;38559;;;;ok
EHPAD DE L'HOP LOCAL DE LA TOUR DU PIN;12;BD;38110 LA TOUR DU PIN;12 BD;38110;LA TOUR DU PIN;5.446211;45.573641;0.7268372727272727;0.59809782369146;La Tour-du-Pin;municipality;38509;;La Tour-du-Pin;;38110;La Tour-du-Pin;38, Isère, Auvergne-Rhône-Alpes;38509;;;;ok
EHPAD RENE MARION;280;ALL;38940 ROYBON;280 ALL;38940;ROYBON;5.244708;45.25034;0.5531785167464115;0.4730505642633229;Roybon;municipality;38347;;Roybon;;38940;Roybon;38, Isère, Auvergne-Rhône-Alpes;38347;;;;ok
EHPAD LA MAISON DU LAC ST EGREVE;6;R;38120 ST EGREVE;6 R;38120;ST EGREVE;5.684198;45.22107;0.5360981818181818;0.5329472727272727;6 rue asterix 38120 Saint-Égrève;housenumber;38382_0035_00006;6;6 rue asterix;rue asterix;38120;Saint-Égrève;38, Isère, Auvergne-Rhône-Alpes;38382;;;;ok
EHPAD CH ST-GEOIRE EN VALDAINE;1001;RTE;38620 ST GEOIRE EN VALDAINE;1001 RTE;38620;ST GEOIRE EN VALDAINE;5.661503;45.445976;0.7488115311004784;0.5824714478114478;Rte de St Geoire En Valdaine 38620 Merlas;street;38228_0098;;Rte de St Geoire En Valdaine;Rte de St Geoire En Valdaine;38620;Merlas;38, Isère, Auvergne-Rhône-Alpes;38228;;;;ok
EHPAD DE LUZY-DUFEILLANT;41;AV;38270 BEAUREPAIRE;41 AV;38270;BEAUREPAIRE;5.041436;45.341312;0.6948870247933884;0.5626433333333333;Beaurepaire;municipality;38034;;Beaurepaire;;38270;Beaurepaire;38, Isère, Auvergne-Rhône-Alpes;38034;;;;ok
EHPAD LE THOMASSIN;205;R;38480 LE PONT DE BEAUVOISIN;205 R;38480;LE PONT DE BEAUVOISIN;5.666864;45.536036;0.6230081606765326;0.6000476033057851;Rue de Lyon 38480 Le Pont-de-Beauvoisin;street;38315_0260;;Rue de Lyon;Rue de Lyon;38480;Le Pont-de-Beauvoisin;38, Isère, Auvergne-Rhône-Alpes;38315;;;;ok
EHPAD DU CH LUCIEN HUSSEL;;;38200 VIENNE; ;38200;VIENNE;4.88366;45.526486;0.9511863636363636;0.6013046464646465;Vienne;municipality;38544;;Vienne;;38200;Vienne;38, Isère, Auvergne-Rhône-Alpes;38544;;;;ok
EHPAD JOLIOT CURIE PONT DE CLAIX;14;R;38800 LE PONT DE CLAIX;14 R;38800;LE PONT DE CLAIX;5.695854;45.130417;0.6385814987714988;0.6095605594405594;14 Rue Mozart 38800 Le Pont-de-Claix;housenumber;38317_0353_00014;14;14 Rue Mozart;Rue Mozart;38800;Le Pont-de-Claix;38, Isère, Auvergne-Rhône-Alpes;38317;;;;ok
EHPAD REYNIES;6;R;38100 GRENOBLE;6 R;38100;GRENOBLE;5.732814;45.180067;0.6256905594405594;0.6242714685314685;6 Rue Monge 38100 Grenoble;housenumber;38185_5090_00006;6;6 Rue Monge;Rue Monge;38100;Grenoble;38, Isère, Auvergne-Rhône-Alpes;38185;;;;ok
MDR EHPAD BEVIERE;1;R;38000 GRENOBLE;1 R;38000;GRENOBLE;5.728247;45.192614;0.6775399999999999;0.6554346853146853;1 Rue Agier 38000 Grenoble;housenumber;38185_0130_00001;1;1 Rue Agier;Rue Agier;38000;Grenoble;38, Isère, Auvergne-Rhône-Alpes;38185;;;;ok
M.D.R. (EHPAD) MORESTEL;539;R;38510 MORESTEL;539 R;38510;MORESTEL;5.471056;45.676012;0.49177510971786836;0.4908554545454545;Grande Rue 38510 Morestel;street;38261_0016;;Grande Rue;Grande Rue;38510;Morestel;38, Isère, Auvergne-Rhône-Alpes;38261;;;;ok
RESIDENCE LA RAMEE ALLEVARD;2;AV;38580 ALLEVARD;2 AV;38580;ALLEVARD;6.085338;45.397692;0.6892320202020201;0.5324709090909091;Allevard;municipality;38006;;Allevard;;38580;Allevard;38, Isère, Auvergne-Rhône-Alpes;38006;;;;ok
MAISON CANTONALE DE PA DE MEYLAN;2;AV;38240 MEYLAN;2 AV;38240;MEYLAN;5.776033;45.213013;0.49551542521994135;0.44337402203856746;2 Avenue de Verdun 38240 Meylan;housenumber;38229_0790_00002;2;2 Avenue de Verdun;Avenue de Verdun;38240;Meylan;38, Isère, Auvergne-Rhône-Alpes;38229;;;;ok
EHPAD LES EDELWEISS;51;R;38500 VOIRON;51 R;38500;VOIRON;5.596749;45.36523;0.4880318181818181;0.48330151515151515;Rue Baton 38500 Voiron;street;38563_0150;;Rue Baton;Rue Baton;38500;Voiron;38, Isère, Auvergne-Rhône-Alpes;38563;;;;ok
EHPAD BELLE VALLEE FROGES;;R;38190 FROGES; R;38190;FROGES;5.919984;45.275025;0.49930636363636355;0.4795418181818181;Rue Pasteur 38190 Froges;street;38175_0120;;Rue Pasteur;Rue Pasteur;38190;Froges;38, Isère, Auvergne-Rhône-Alpes;38175;;;;ok
PUV LA REVOLA;135;R;38250 VILLARD DE LANS;135 R;38250;VILLARD DE LANS;5.551411;45.070882;0.5563923341523341;0.5344941277641277;Rue Pasteur 38250 Villard-de-Lans;street;38548_1020;;Rue Pasteur;Rue Pasteur;38250;Villard-de-Lans;38, Isère, Auvergne-Rhône-Alpes;38548;;;;ok
PETITE UNITE DE VIE LA RICANDELLE;24;R;38590 ST ETIENNE DE ST GEOIRS;24 R;38590;ST ETIENNE DE ST GEOIRS;5.347014;45.324267;0.7041470396270396;0.6084039467849223;Rte de St Etienne de St Geoirs 38590 Saint-Geoirs;street;38387_0362;;Rte de St Etienne de St Geoirs;Rte de St Etienne de St Geoirs;38590;Saint-Geoirs;38, Isère, Auvergne-Rhône-Alpes;38387;;;;ok
EHPAD LES COLOMBES HEYRIEUX;291;;38540 HEYRIEUX;291;38540;HEYRIEUX;5.060951;45.628413;0.72874807486631;0.578200303030303;Heyrieux;municipality;38189;;Heyrieux;;38540;Heyrieux;38, Isère, Auvergne-Rhône-Alpes;38189;;;;ok
EHPAD LA FOLATIERE;26;AV;38300 BOURGOIN JALLIEU;26 AV;38300;BOURGOIN JALLIEU;5.295886;45.584388;0.5941737190082644;0.5885103171247357;26 Avenue du Dauphiné 38300 Bourgoin-Jallieu;housenumber;38053_0253_00026;26;26 Avenue du Dauphiné;Avenue du Dauphiné;38300;Bourgoin-Jallieu;38, Isère, Auvergne-Rhône-Alpes;38053;;;;ok
EHPAD LES PIVOLES LA VERPILLIERE;;CHE;38290 LA VERPILLIERE; CHE;38290;LA VERPILLIERE;5.137509;45.644153;0.6107496560196559;0.5759421212121212;Chemin de l'Ilate 38290 La Verpillière;street;38537_0075;;Chemin de l'Ilate;Chemin de l'Ilate;38290;La Verpillière;38, Isère, Auvergne-Rhône-Alpes;38537;;;;ok
EHPAD L'ISLE AUX FLEURS;;R;38080 L ISLE D ABEAU; R;38080;L ISLE D ABEAU;5.235496;45.623049;0.6361196694214876;0.6346648093841641;rue du Didier 38080 L'Isle-d'Abeau;street;38193_0078;;rue du Didier;rue du Didier;38080;L'Isle-d'Abeau;38, Isère, Auvergne-Rhône-Alpes;38193;;;;ok
EHPAD L'AGE D'OR MONESTIER;;PARC;38650 MONESTIER DE CLERMONT; PARC;38650;MONESTIER DE CLERMONT;5.635603;44.916416;0.6391978787878787;;Parc Louis Samuel 38650 Monestier-de-Clermont;street;38242_0088;;Parc Louis Samuel;Parc Louis Samuel;38650;Monestier-de-Clermont;38, Isère, Auvergne-Rhône-Alpes;38242;;;;ok
PUV FOYER ROSE ACHARD;;GR;38680 PONT EN ROYANS; GR;38680;PONT EN ROYANS;5.343319;45.060933;0.8105821487603305;0.6454922077922077;Pont-en-Royans;municipality;38319;;Pont-en-Royans;;38680;Pont-en-Royans;38, Isère, Auvergne-Rhône-Alpes;38319;;;;ok
EHPAD VILLA DU ROZAT;145;CHE;38330 ST ISMIER;145 CHE;38330;ST ISMIER;5.827671;45.249511;0.4867518181818181;0.4707438900634249;145 Chemin du Rozat 38330 Saint-Ismier;housenumber;38397_0393_00145;145;145 Chemin du Rozat;Chemin du Rozat;38330;Saint-Ismier;38, Isère, Auvergne-Rhône-Alpes;38397;;;;ok
EHPAD L'ARCHE;2;R;38230 CHARVIEU CHAVAGNEUX;2 R;38230;CHARVIEU CHAVAGNEUX;5.139904;45.732562;0.7041083838383838;0.6719650239234449;2 Rue Ulm 38230 Charvieu-Chavagneux;housenumber;38085_1200_00002;2;2 Rue Ulm;Rue Ulm;38230;Charvieu-Chavagneux;38, Isère, Auvergne-Rhône-Alpes;38085;;;;ok
RESID. D'ACCUEIL ET DE SOINS LE PERRON;3160;RTE;38160 ST SAUVEUR;3160 RTE;38160;ST SAUVEUR;5.368736;45.153949;0.4921536363636363;0.4843472727272727;Route de Saint-Sauveur 38160 Izeron;street;38195_0150;;Route de Saint-Sauveur;Route de Saint-Sauveur;38160;Izeron;38, Isère, Auvergne-Rhône-Alpes;38195;;;;ok
EHPAD LE DAUPHIN BLEU BEAUREPAIRE;41;AV;38270 BEAUREPAIRE;41 AV;38270;BEAUREPAIRE;5.041436;45.341312;0.6948870247933884;0.5626433333333333;Beaurepaire;municipality;38034;;Beaurepaire;;38270;Beaurepaire;38, Isère, Auvergne-Rhône-Alpes;38034;;;;ok
EHPAD LA TOURMALINE VOIRON;10;R;38500 VOIRON;10 R;38500;VOIRON;5.596703;45.365214;0.5971227272727272;0.5765082517482516;10 Rue Baton 38500 Voiron;housenumber;38563_0150_00010;10;10 Rue Baton;Rue Baton;38500;Voiron;38, Isère, Auvergne-Rhône-Alpes;38563;;;;ok
RESIDENCE LA CARAVELLE;2;R;38590 ST ETIENNE DE ST GEOIRS;2 R;38590;ST ETIENNE DE ST GEOIRS;5.347014;45.324267;0.7219362679425837;0.6228163636363636;Rte de St Etienne de St Geoirs 38590 Saint-Geoirs;street;38387_0362;;Rte de St Etienne de St Geoirs;Rte de St Etienne de St Geoirs;38590;Saint-Geoirs;38, Isère, Auvergne-Rhône-Alpes;38387;;;;ok
RESIDENCE L'ARC EN CIEL;2;R;38210 TULLINS;2 R;38210;TULLINS;5.483093;45.297167;0.5495550505050505;0.5179395622895623;2 Rue Pasteur 38210 Tullins;housenumber;38517_0465_00002;2;2 Rue Pasteur;Rue Pasteur;38210;Tullins;38, Isère, Auvergne-Rhône-Alpes;38517;;;;ok
EHPAD ARTEMIS;11;R;39110 SALINS LES BAINS;11 R;39110;SALINS LES BAINS;5.884523;46.929876;0.6649969778869779;0.6327296805896806;11 Rue Pasteur 39110 Salins-les-Bains;housenumber;39500_0550_00011;11;11 Rue Pasteur;Rue Pasteur;39110;Salins-les-Bains;39, Jura, Bourgogne-Franche-Comté;39500;;;;ok
EHPAD CANTOU LA POMME D OR ST CLAUDE;14;R;39200 ST CLAUDE;14 R;39200;ST CLAUDE;5.862889;46.395641;0.5901890909090909;0.5343270588235294;14 Rue Pasteur 39200 Saint-Claude;housenumber;39478_0830_00014;14;14 Rue Pasteur;Rue Pasteur;39200;Saint-Claude;39, Jura, Bourgogne-Franche-Comté;39478;;;;ok
EHPAD CANTOU LANCON 1 SAINT CLAUDE;24;R;39200 ST CLAUDE;24 R;39200;ST CLAUDE;5.868259;46.395175;0.5343270588235294;0.52385955922865;24 Rue Christin 39200 Saint-Claude;housenumber;39478_0320_00024;24;24 Rue Christin;Rue Christin;39200;Saint-Claude;39, Jura, Bourgogne-Franche-Comté;39478;;;;ok
EHPAD CANTOU LANCON 2 SAINT CLAUDE;26;R;39200 ST CLAUDE;26 R;39200;ST CLAUDE;5.869151;46.395607;0.5343270588235294;0.52385955922865;26 Rue Christin 39200 Saint-Claude;housenumber;39478_0320_00026;26;26 Rue Christin;Rue Christin;39200;Saint-Claude;39, Jura, Bourgogne-Franche-Comté;39478;;;;ok
EHPAD CANTOU VALLEE DE BIENNE MOLINGES;7;LOT;39360 CHASSAL MOLINGES;7 LOT;39360;CHASSAL MOLINGES;5.777947;46.35638;0.7340034343434343;0.646131515151515;Chassal-Molinges;municipality;39339;;Chassal-Molinges;;39360;Chassal-Molinges;39, Jura, Bourgogne-Franche-Comté;39339;;;;ok
EHPAD CANTOU DES SAPHIRS SEPTMONCEL;;LOT;39310 SEPTMONCEL LES MOLUNES; LOT;39310;SEPTMONCEL LES MOLUNES;5.937685;46.361393;0.8172415835777125;0.6876945454545454;Septmoncel les Molunes;municipality;39510;;Septmoncel les Molunes;;39310;Septmoncel les Molunes;39, Jura, Bourgogne-Franche-Comté;39510;;;;ok
EHPAD CANTOU DES BOUCHOUX;5;R;39370 LES BOUCHOUX;5 R;39370;LES BOUCHOUX;5.806647;46.297508;0.7570998268398268;0.5967096632996632;Les Bouchoux;municipality;39068;;Les Bouchoux;;39370;Les Bouchoux;39, Jura, Bourgogne-Franche-Comté;39068;;;;ok
EHPAD CANTOU DES JARDINS LONGCHAUMOIS;1;R;39400 LONGCHAUMOIS;1 R;39400;LONGCHAUMOIS;5.966817;46.459179;0.7629152813852813;0.6197966275659823;Longchaumois;municipality;39297;;Longchaumois;;39400;Longchaumois;39, Jura, Bourgogne-Franche-Comté;39297;;;;ok
EHPAD NOTRE MAISON;;RTE;39240 AROMAS; RTE;39240;AROMAS;5.490508;46.296519;0.690650303030303;0.6718481818181817;Aromas;municipality;39018;;Aromas;;39240;Aromas;39, Jura, Bourgogne-Franche-Comté;39018;;;;ok
EHPAD RESIDENCE DU MOULIN;4;R;39260 MOIRANS EN MONTAGNE;4 R;39260;MOIRANS EN MONTAGNE;5.724531;46.431447;0.80904987012987;0.7300988697788697;Moirans-en-Montagne;municipality;39333;;Moirans-en-Montagne;;39260;Moirans-en-Montagne;39, Jura, Bourgogne-Franche-Comté;39333;;;;ok
EHPAD LES IRIS;4;R;39410 ST AUBIN;4 R;39410;ST AUBIN;5.329766;47.02756;0.5487014285714286;0.4611304132231404;Saint-Aubin;municipality;39476;;Saint-Aubin;;39410;Saint-Aubin;39, Jura, Bourgogne-Franche-Comté;39476;;;;ok
EHPAD P BRANTUS;33;R;39290 MONTMIREY LA VILLE;33 R;39290;MONTMIREY LA VILLE;5.519334;47.217689;0.7651832467532467;0.5970781818181817;Montmirey-la-Ville;municipality;39360;;Montmirey-la-Ville;;39290;Montmirey-la-Ville;39, Jura, Bourgogne-Franche-Comté;39360;;;;ok
LE JARDIN DE SEQUANIE;4;AV;39502 TAVAUX CEDEX;4 AV;39502;TAVAUX CEDEX;5.375027;47.067024;0.4488626018808777;0.44469805642633226;4 Rue de Tavaux 39500 Abergement-la-Ronce;housenumber;39001_0178_00004;4;4 Rue de Tavaux;Rue de Tavaux;39500;Abergement-la-Ronce;39, Jura, Bourgogne-Franche-Comté;39001;;;;ok
EHPAD BOIS D AMONT CANTOU DU RISOUX;50;IMP;39220 BOIS D AMONT;50 IMP;39220;BOIS D AMONT;6.129672;46.533894;0.672751212121212;0.5730229946524064;Bois-d'Amont;municipality;39059;;Bois-d'Amont;;39220;Bois-d'Amont;39, Jura, Bourgogne-Franche-Comté;39059;;;;ok
EHPAD LA RESIDENCE DES LACS;1;CHE;39130 CLAIRVAUX LES LACS;1 CHE;39130;CLAIRVAUX LES LACS;5.748205;46.574132;0.7490376802507837;0.6920097435897435;Clairvaux-les-Lacs;municipality;39154;;Clairvaux-les-Lacs;;39130;Clairvaux-les-Lacs;39, Jura, Bourgogne-Franche-Comté;39154;;;;ok
EHPAD CANTOU DU LIZON;33;R;39170 LAVANS LES ST CLAUDE;33 R;39170;LAVANS LES ST CLAUDE;5.763079;46.378112;0.5831128752642705;0.5781669825918762;Petite Rue 39170 Lavans-lès-Saint-Claude;street;39286_0267;;Petite Rue;Petite Rue;39170;Lavans-lès-Saint-Claude;39, Jura, Bourgogne-Franche-Comté;39286;39440;Pratz;;ok
EHPAD MAISON FRANCOIS D'ASSISE;75;R;39000 LONS LE SAUNIER;75 R;39000;LONS LE SAUNIER;5.551516;46.675671;0.6367289898989899;0.6309762626262626;75 Rue Regard 39000 Lons-le-Saunier;housenumber;39300_0860_00075;75;75 Rue Regard;Rue Regard;39000;Lons-le-Saunier;39, Jura, Bourgogne-Franche-Comté;39300;;;;ok
EHPAD LE JARDIN DU SEILLON BLETTERANS;;FG;39140 BLETTERANS; FG;39140;BLETTERANS;5.447428;46.745393;0.48642134986225893;;Faubourg d'Aval 39140 Bletterans;street;39056_0040;;Faubourg d'Aval;Faubourg d'Aval;39140;Bletterans;39, Jura, Bourgogne-Franche-Comté;39056;;;;ok
EHPAD RESIDENCE DE COURCELLES;9;R;39700 ROCHEFORT SUR NENON;9 R;39700;ROCHEFORT SUR NENON;5.562054;47.123369;0.8039716883116882;0.6220455844155844;Rochefort-sur-Nenon;municipality;39462;;Rochefort-sur-Nenon;;39700;Rochefort-sur-Nenon;39, Jura, Bourgogne-Franche-Comté;39462;;;;ok
EHPAD CH DE DOLE;;AV;39100 DOLE; AV;39100;DOLE;5.494931;47.088957;0.4507981818181818;0.43398673400673393;Avenue de Lahr 39100 Dole;street;39198_1069;;Avenue de Lahr;Avenue de Lahr;39100;Dole;39, Jura, Bourgogne-Franche-Comté;39198;;;;ok
EHPAD LES MURIERS SITE CHS ST YLIE;120;RTE;39108 DOLE CEDEX;120 RTE;39108;DOLE CEDEX;5.502557;46.955906;0.4681942857142857;0.4625215584415584;Route de Dole 39120 Le Deschaux;street;39193_0060;;Route de Dole;Route de Dole;39120;Le Deschaux;39, Jura, Bourgogne-Franche-Comté;39193;;;;ok
EHPAD LA CHATELAINE MONTMOROT;6;PL;39570 MONTMOROT;6 PL;39570;MONTMOROT;5.519497;46.681001;0.7015628229665071;0.506237744107744;Montmorot;municipality;39362;;Montmorot;;39570;Montmorot;39, Jura, Bourgogne-Franche-Comté;39362;;;;ok
EHPAD CH JURA SUD ARINTHOD;2;R;39240 ARINTHOD;2 R;39240;ARINTHOD;5.567827;46.391014;0.5231921212121212;0.516890303030303;2 Rue du Lavoir 39240 Arinthod;housenumber;39016_0160_00002;2;2 Rue du Lavoir;Rue du Lavoir;39240;Arinthod;39, Jura, Bourgogne-Franche-Comté;39016;39016;Arinthod;;ok
EHPAD LA MAIS ANGE;1;R;39700 MALANGE;1 R;39700;MALANGE;5.618674;47.176869;0.7030727272727272;0.5605391608391608;Malange;municipality;39308;;Malange;;39700;Malange;39, Jura, Bourgogne-Franche-Comté;39308;;;;ok
EHPAD ST JOSEPH DOLE;3;AV;39100 DOLE;3 AV;39100;DOLE;5.494548;47.08879;0.4885086195286195;0.47113987460815043;3 Avenue de Lahr 39100 Dole;housenumber;39198_1069_00003;3;3 Avenue de Lahr;Avenue de Lahr;39100;Dole;39, Jura, Bourgogne-Franche-Comté;39198;;;;ok
EHPAD ST JULIEN DU CH JURA SUD;212;R;39320 VAL SURAN;212 R;39320;VAL SURAN;5.432126;46.37956;0.3844076223776224;0.3822712587412587;Grande Rue - Liconnas 39320 Val Suran;street;39485_lswtyz;;Grande Rue - Liconnas;Grande Rue - Liconnas;39320;Val Suran;39, Jura, Bourgogne-Franche-Comté;39485;39564;Villechantria;;ok
EHPAD DE BIAN;;HAM;39190 COUSANCE; HAM;39190;COUSANCE;5.377964;46.533555;0.7227608021390374;0.5421272727272728;Cousance;municipality;39173;;Cousance;;39190;Cousance;39, Jura, Bourgogne-Franche-Comté;39173;;;;ok
EHPAD CH ST CLAUDE;2;MTE;39200 ST CLAUDE;2 MTE;39200;ST CLAUDE;5.867537;46.386488;0.43961311688311683;0.41578809523809523;2 Montée de la Cueille 39200 Saint-Claude;housenumber;39478_0410_00002;2;2 Montée de la Cueille;Montée de la Cueille;39200;Saint-Claude;39, Jura, Bourgogne-Franche-Comté;39478;;;;ok
EHPAD BRACON;14;R;39110 BRACON;14 R;39110;BRACON;5.882766;46.923815;0.6467363636363636;0.5703409090909091;Bracon;municipality;39072;;Bracon;;39110;Bracon;39, Jura, Bourgogne-Franche-Comté;39072;;;;ok
EHPAD CH MOREZ;1;R;39403 MOREZ CEDEX;1 R;39403;MOREZ CEDEX;6.017047;46.517845;0.34946363636363637;0.3418366666666666;Morez Dessus (Morez) 39400 Hauts de Bienne;locality;39368_0265;;Morez Dessus (Morez);;39400;Hauts de Bienne;39, Jura, Bourgogne-Franche-Comté;39368;39368;Morez;;ok
EHPAD RESIDENCE DELORT ET L'ERMITAGE;12;R;39600 ARBOIS;12 R;39600;ARBOIS;5.778957;46.900363;0.5543272727272728;0.552129595959596;12 Rue Necy 39600 Arbois;housenumber;39013_1120_00012;12;12 Rue Necy;Rue Necy;39600;Arbois;39, Jura, Bourgogne-Franche-Comté;39013;;;;ok
EHPAD CHATEAU DE VANNOZ;2;R;39300 VANNOZ;2 R;39300;VANNOZ;5.917117;46.773136;0.686271212121212;0.4632836363636363;Vannoz;municipality;39543;;Vannoz;;39300;Vannoz;39, Jura, Bourgogne-Franche-Comté;39543;;;;ok
EHPAD LOUISE MIGNOT ST LAURENT;39;R;39150 ST LAURENT EN GRANDVAUX;39 R;39150;ST LAURENT EN GRANDVAUX;5.954263;46.580133;0.6925206633906633;0.5808784491978609;Saint-Laurent-en-Grandvaux;municipality;39487;;Saint-Laurent-en-Grandvaux;;39150;Saint-Laurent-en-Grandvaux;39, Jura, Bourgogne-Franche-Comté;39487;;;;ok
EHPAD STE MARTHE VOITEUR;4;RTE;39210 VOITEUR;4 RTE;39210;VOITEUR;5.606665;46.749428;0.6313769696969695;0.608010909090909;Voiteur;municipality;39582;;Voiteur;;39210;Voiteur;39, Jura, Bourgogne-Franche-Comté;39582;;;;ok
MA MAISON - PETITES SOEURS DES PAUVRES;2;R;39000 LONS LE SAUNIER;2 R;39000;LONS LE SAUNIER;5.555424;46.675128;0.6429725974025974;0.6356862626262626;2 Rue du Four 39000 Lons-le-Saunier;housenumber;39300_0420_00002;2;2 Rue du Four;Rue du Four;39000;Lons-le-Saunier;39, Jura, Bourgogne-Franche-Comté;39300;;;;ok
EHPAD LES CHARMETTES;26;R;39230 SELLIERES;26 R;39230;SELLIERES;5.563954;46.829233;0.6948373684210526;0.5566669696969696;Sellières;municipality;39508;;Sellières;;39230;Sellières;39, Jura, Bourgogne-Franche-Comté;39508;;;;ok
EHPAD RÃ‰SIDENCE LE CLOS DE LA FORET;8;R;39700 FRAISANS;8 R;39700;FRAISANS;5.762324;47.148548;0.7223180748663101;0.6762183399209486;Fraisans;municipality;39235;;Fraisans;;39700;Fraisans;39, Jura, Bourgogne-Franche-Comté;39235;;;;ok
EHPAD LES ABERJOUX SITE CHS ST YLIE;23;R;39100 DOLE;23 R;39100;DOLE;5.458036;47.08069;0.6395354545454546;0.63829;23 Rue de Dole 39100 Foucherans;housenumber;39233_0260_00023;23;23 Rue de Dole;Rue de Dole;39100;Foucherans;39, Jura, Bourgogne-Franche-Comté;39233;;;;ok
EHPAD CH JURA SUD CHAMPAGNOLE;1;R;39302 CHAMPAGNOLE CEDEX;1 R;39302;CHAMPAGNOLE CEDEX;5.887285;46.736313;0.5483932085561497;0.540929595959596;1 Route de Champagnole 39300 Ney;housenumber;39389_0010_00001;1;1 Route de Champagnole;Route de Champagnole;39300;Ney;39, Jura, Bourgogne-Franche-Comté;39389;;;;ok
EHPAD ORGELET DU CH JURA SUD;4;R;39270 ORGELET;4 R;39270;ORGELET;5.614102;46.522485;0.5172504713804713;0.4979936363636363;4 Grande Rue 39270 Orgelet;housenumber;39397_0220_00004;4;4 Grande Rue;Grande Rue;39270;Orgelet;39, Jura, Bourgogne-Franche-Comté;39397;;;;ok
EHPAD LUCIEN GUICHARD SAINT AMOUR;4;ALL;39160 ST AMOUR;4 ALL;39160;ST AMOUR;5.344747;46.435919;0.5046301185770751;0.5019636363636363;Saint-Amour;municipality;39475;;Saint-Amour;;39160;Saint-Amour;39, Jura, Bourgogne-Franche-Comté;39475;;;;ok
EHPAD DE POLIGNY;;AV;39801 POLIGNY CEDEX; AV;39801;POLIGNY CEDEX;5.707884;46.831916;0.3721412396694215;0.3571066028708134;Avenue Foch 39800 Poligny;street;39434_0570;;Avenue Foch;Avenue Foch;39800;Poligny;39, Jura, Bourgogne-Franche-Comté;39434;39434;Poligny;;ok
EHPAD CLAIR JURA MONTAIN;;RES;39210 MONTAIN; RES;39210;MONTAIN;5.579575;46.719944;0.7049527272727273;0.49885090909090907;Montain;municipality;39349;;Montain;;39210;Montain;39, Jura, Bourgogne-Franche-Comté;39349;;;;ok
EHPAD RESIDENCE PIERRE BABET;1;R;39120 CHAUSSIN;1 R;39120;CHAUSSIN;5.407785;46.967361;0.7236689839572191;0.6583828853754939;Chaussin;municipality;39128;;Chaussin;;39120;Chaussin;39, Jura, Bourgogne-Franche-Comté;39128;;;;ok
EHPAD CHEMIN DE YOLINE NOZEROY;4;ALL;39250 NOZEROY;4 ALL;39250;NOZEROY;6.041661;46.776456;0.6282896969696969;0.5493863636363636;Nozeroy;municipality;39391;;Nozeroy;;39250;Nozeroy;39, Jura, Bourgogne-Franche-Comté;39391;;;;ok
